Country Name;Country Code;Series Name;Series Code;1960 [YR1960];1961 [YR1961];1962 [YR1962];1963 [YR1963];1964 [YR1964];1965 [YR1965];1966 [YR1966];1967 [YR1967];1968 [YR1968];1969 [YR1969];1970 [YR1970];1971 [YR1971];1972 [YR1972];1973 [YR1973];1974 [YR1974];1975 [YR1975];1976 [YR1976];1977 [YR1977];1978 [YR1978];1979 [YR1979];1980 [YR1980];1981 [YR1981];1982 [YR1982];1983 [YR1983];1984 [YR1984];1985 [YR1985];1986 [YR1986];1987 [YR1987];1988 [YR1988];1989 [YR1989];1990 [YR1990];1991 [YR1991];1992 [YR1992];1993 [YR1993];1994 [YR1994];1995 [YR1995];1996 [YR1996];1997 [YR1997];1998 [YR1998];1999 [YR1999];2000 [YR2000];2001 [YR2001];2002 [YR2002];2003 [YR2003];2004 [YR2004];2005 [YR2005];2006 [YR2006];2007 [YR2007];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021];2022 [YR2022]
China;CHN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;-27.27;-5.57999999;10.3;18.17999999;16.95;10.65;-5.770000004;-4.099999987;16.94;19.3;7.059999999;3.81;7.760000001;2.310000003;8.719999998;-1.570000002;7.570000001;11.32597799;7.59132468;7.834145016;5.112761091;9.017113914;10.77020251;15.19154002;13.43067752;8.949961764;11.65742779;11.22259498;4.206334355;3.920251368;9.262786084;14.22452959;13.8837293;13.03680663;10.95395434;9.922556756;9.236779894;7.845951782;7.661651506;8.490093404;8.335733476;9.13363079;10.03803048;10.11362138;11.39459181;12.72095566;14.23086093;9.650678918;9.398725632;10.63587107;9.550832179;7.863736448;7.766150097;7.425763656;7.041328879;6.848762204;6.947200793;6.749773833;5.950500754;2.238638357;8.448469416;2.989084086
China;CHN;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;..;..;..;..;..;1.440000057;1.519999981;1.5;1.450000048;1.450000048;1.539999962;1.580000043;1.710000038;1.769999981;1.850000024;1.919999957;2;2.069999933;2.140000105;2.200000048;2.230000019;2.25;2.25999999;2.289999962;2.329999924;2.369999886;2.400000095;2.480000019;2.539999962;2.559999943;2.579999924;2.599999905;2.619999886;2.630000114;2.630000114;2.609999895;2.549999952;2.549999952;2.529999971;2.519999981;1.68;1.66;1.7;1.73;1.79;1.84;1.91;1.99;2.13;2.29;2.47;2.69;3.01;3.29;3.55;3.79;4.02;4.31;..;..;..;..;..
China;CHN;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;45.63394009;45.61368168;45.59272473;45.57424468;45.55552111;45.53513555;45.51442222;45.49175997;45.47147402;45.44962602;45.42342813;45.32514979;45.22581475;45.12201803;45.0141362;44.90069569;44.7875867;44.67731308;44.56660576;44.45460592;44.34107411;44.40403815;44.46796527;44.54151571;44.62039294;44.70323859;44.79106155;44.89378875;45.00421314;45.10523204;45.00413161;45.20013848;45.16828607
Colombia;COL;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;89.9;91.83665466;92.13265991;92.42799377;92.72196198;91.2;93.30310059;93.58891296;93.87064362;94.1475296;95.2;98.47;94.88104248;95.07718658;95.27880096;96.8;95.72622681;95.98040771;96.806763;96.057229;96.788995;96.6936;97.032176;97.779418;97.790938;98.186898;98.4;98.5;98.5;99.44425964;99.72175598;99.99910736;..
Colombia;COL;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;71.68682124;75.84719895;76.25021082;76.67367224;77.12237008;70.85432326;78.12246899;78.69120501;79.31536641;80.00036048;83.27282633;94.2896105;82.10385831;82.65113854;83.20666519;88.87290668;84.36920723;84.989086;86.96315849;83.76883322;86.23689229;85.50323649;87.07796829;90.07377008;89.89214848;91.79024762;92.7619948;92.74033976;92.61667846;97.05895232;98.50205097;99.99511151;..
Colombia;COL;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.514180698;1.535757861;1.567498714;1.636872274;1.629515478;1.669255808;1.617503089;1.738632787;1.714913821;1.449321036;1.504406398;1.495770043;1.418226358;1.381373481;1.359213785;1.37815501;1.36051066;1.378771938;1.376187818;1.414241941;1.431317954;1.539898376;1.533846498;1.680987882;1.715820964;1.719390231;1.753795803;1.565075176;1.610391517;1.577820141;1.552259423;..;..
Colombia;COL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;5.089216984;5.411889613;3.286707554;6.166941324;3.60001139;5.236735862;4.134864166;5.933117999;6.102517309;6.207796961;5.960727946;7.669147544;6.722954969;5.745757189;2.323255281;4.728368735;4.158505453;8.469900838;5.379118988;4.087353676;2.276872745;0.948420787;1.573956038;3.350683739;3.107106196;5.824076137;5.368932148;4.064173245;3.41409611;4.281998331;2.001607596;4.044929439;5.385409939;5.814661907;5.202437593;2.055854713;3.430293678;0.569784088;-4.204015242;2.924861482;1.677898308;2.503980467;3.918271903;5.333022068;4.828761108;6.716868698;6.738194691;3.283446186;1.139648645;4.494658971;6.947891982;3.912635767;5.13399352;4.499030001;2.955901375;2.087382502;1.359360868;2.564324283;3.186855392;-7.252299075;11.01619327;7.256562874
Colombia;COL;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;2.575547218;..;..;..;..;..;..;..;..;..;2.097300053;..;..;..;..;..;..;..;..;..;1.564100027;..;..;..;..;..;..;..;..;1.251099944;1.366700053;..;..;1.299999952;..;..;1.460000038;..;..;..;..;..;..;1.100000024;1.2;..;1;1;..;..;1.48;1.45;1.48;1.54;1.59;1.61;1.68;1.7;1.71;..;..;..;..
Colombia;COL;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;38.75311449;38.82347092;39.02882635;39.32385328;39.65051022;39.9475587;40.04041149;40.23878718;40.26503598;39.97433027;40.14674744;40.24770108;40.49655807;40.97242322;40.5310473;40.27681698;39.94337158;39.61169681;39.83739797;40.87003514;41.67236039;41.86873614;42.41872459;42.5415114;42.53899789;42.74630791;42.77729912;42.7791344;42.54263842;42.34510586;40.90715007;41.08439226;41.17433104
Comoros;COM;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28.9;32.76241302;35.0945282;37.42180252;39.79259109;42.02872849;44.8;46.48236847;48.71388626;50.95787811;53.22112656;55.50521088;57.80652237;60.12121964;69.65785217;69.3272171;69.3;69.43709564;71.76191711;74.08176422;76.39746094;78.70983124;81.01972198;83.32794952;85.63534546;87.94260406;..
Comoros;COM;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19.88053977;22.43043937;25.00822043;27.58584298;30.20123494;32.67762638;33.21575421;37.60181153;40.06323849;42.52706641;45.0006363;47.48664751;49.98325139;52.4877748;63.7168948;63.25411895;63.11799584;62.53695881;65.0463786;67.55244748;70.0557494;72.55732126;75.05777828;77.55719588;80.05647939;82.86984831;..
Comoros;COM;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.15193021;0.155332518;0.155191064;0.158206674;0.158191088;0.161236977;0.161039718;0.166919785;0.178696369;0.184065511;0.195432579;0.200459706;0.196226793;0.245031835;0.263613431;0.248024661;0.284623705;0.181229018;0.181263603;0.218523782;0.255783325;0.223856875;0.233875244;0.274809728;0.240550117;0.254582206;0.292000343;0.366303252;0.389920045;0.41239668;0.407112183;..;..
Comoros;COM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.864928957;6.38331701;4.821401883;4.110299989;2.279960777;1.867612167;1.637784181;2.687379404;-3.180256516;5.091236413;-5.395637149;8.530981788;3.006061307;-5.276782997;3.610206432;-1.291688926;4.030153668;1.282515793;1.924408712;10.84787862;2.332907102;2.324944861;2.103871636;1.919659807;2.83754787;2.646955476;0.800042349;3.964611189;3.240740728;3.77776675;4.143506695;3.168409869;4.466247315;2.106657589;1.147350761;3.320446562;3.815762877;3.642451138;1.760780239;-0.195556827;2.112195577;2.387678485
Comoros;COM;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.124900103;2.761600018;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.2;..;..;..;2.16;..;..;..;..;..;..;..;..;..;..;..;..
Comoros;COM;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37.50421654;37.55750274;37.62970311;37.71571623;37.83887051;38.0042308;38.17930666;38.38286242;38.6183042;38.93576574;39.3619646;39.79285622;40.27243423;40.64664946;40.79414662;40.33608508;39.88736654;39.45068325;39.03867316;38.65870742;38.30853334;37.98266028;37.6749576;37.38254045;37.0990751;37.1843321;37.24710513;37.3103761;37.39143299;37.51192413;37.47980614;37.57238177;37.66524152
Congo, Dem. Rep.;COD;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.7;7.111347675;7.72608614;8.339284897;8.957951546;6;10.23948574;15.2;11.59917927;12.30102539;13.0124197;13.72952175;15.4;15.16549492;13.5;16.5844593;17.28730202;17.98682594;18.68385887;19.1;20.07378006;20.76818657;..
Congo, Dem. Rep.;COD;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.820217446;..;..;..;..;..;..;..;1;1;1;1;1;1;1;..
Congo, Dem. Rep.;COD;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.088336127;0.046724258;0.038672867;0.04790676;0.053194999;0.048767504;0.051482467;0.05064388;0.049585228;0.044425211;0.033629244;0.031242156;0.031942196;0.037563688;0.035385908;0.039057301;0.039101341;0.041015487;0.041017049;0.038941823;0.039973637;0.043943371;0.039822321;0.053900066;0.067548633;0.041082217;0.02973242;0.033755215;0.032311235;0.03371488;0.032584781;..;..
Congo, Dem. Rep.;COD;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;-10.85137608;21.20069751;5.213990134;-2.440223564;0.997348794;6.775485302;-0.985738661;4.332698464;9.328837439;-0.245056575;6.005018067;0.151135514;8.137275887;3.130585879;-4.981631005;-5.309002081;0.760793602;-5.345291528;0.430088262;2.194912924;2.350524075;-0.457677609;1.411703688;5.541074022;0.467850951;4.717209653;2.675642451;0.470381337;-1.266050636;-6.568310695;-8.421051499;-10.50000856;-13.46905054;-3.899996803;0.69999883;-1.023172642;-5.617046599;-1.624154045;-4.270140831;-6.910927317;-2.100173025;2.947765184;5.577822311;6.738373933;6.135151155;5.320979565;6.259477764;6.225894269;2.85506401;7.107976576;6.87467089;7.086898947;8.481956636;9.470288099;6.916167119;2.399398911;3.726947659;5.8211211;4.384528874;1.735422767;6.200154011;8.924447626
Congo, Dem. Rep.;COD;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;5.674036503;..;..;..;..;..;..;..;..;..;3.323400021;..;..;..;..;3.225300074;..;..;..;..;..;..;..;..;..;..;..;1.593099952;..;..;1.426800013;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.1;0.8;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Congo, Dem. Rep.;COD;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;50.51442851;50.41055565;50.33033526;50.26800805;50.20716374;50.2020985;50.17244238;50.1844864;50.23023057;50.30348671;50.34021257;50.2853021;50.24257207;50.20843848;50.1739101;50.14066819;49.8889831;49.62389661;49.34707251;49.06186481;48.76427088;48.4502589;48.12386092;48.08609788;48.07033597;48.0765616;48.06540203;48.08292536;48.12772582;48.19814061;48.20132297;48.30208623;48.40101336
Congo, Rep.;COG;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29.42008209;30.327034;31.22543907;32.12230682;33.02463913;33.8;34.87350464;35.82840729;36.80053329;37.1;40.00843048;40.81733704;41.6;42.50008774;43.40102386;44.33460999;45.28372574;46.2067337;47.03748322;47.7288208;48.67913055;49.65720367;..
Congo, Rep.;COG;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.556855258;5.99197195;6.398017516;6.783257877;7.154096904;7.223666013;7.877367147;8.237730008;8.595181739;9.245173614;10.66828693;10.45791555;10.61778297;10.3668384;10.67236564;11.12338434;11.55064442;11.80798141;11.77934868;11.38244484;11.82959383;12.39417809;..
Congo, Rep.;COG;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.341956499;1.302015147;1.240865576;1.037130209;0.76977544;0.960799822;1.124776548;1.136062945;1.319537268;1.313307205;1.387027565;1.304046801;0.827099765;0.941672047;0.99195261;1.174358582;1.252964934;1.049134185;1.066262683;1.136551232;1.222057629;1.174458184;1.116160226;1.100152732;1.046561268;1.116621047;1.059916434;1.017762417;1.142589443;1.257662142;1.25459167;..;..
Congo, Rep.;COG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;8.350726724;5.202308788;-4.029300398;3.816796268;3.676467736;1.358982462;2.116272057;7.631326239;7.548525195;6.358470187;7.753035853;8.617550845;8.231188946;7.885520811;7.731596834;0.916286751;-8.95342798;6.359747011;9.813224738;17.63660548;17.61972247;23.59769996;5.85396284;6.976131054;-1.185660854;-6.861526437;0.18937664;1.766263428;2.599876518;1.000003566;2.395367453;2.611948055;-0.979683209;-5.493075745;3.985324378;4.290481559;-0.624812152;3.73755277;-2.582199358;7.575980395;3.802601899;4.581870061;0.813264076;3.476631621;7.755758978;7.986238363;-6.613994804;6.306375956;11.63728886;9.931265431;2.205919363;9.947153143;-0.712434452;6.646065409;0.415193061;-8.685243439;-5.594773719;-2.304317801;1.124477074;-6.267777996;1.015070966;1.475356946
Congo, Rep.;COG;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;3.757085085;..;..;..;..;..;..;..;..;..;4.387199879;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.349999905;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.6;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Congo, Rep.;COG;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;49.70446856;49.74850758;49.79006851;49.82114075;49.84670806;49.86735244;49.87644557;50.00767779;50.15241229;50.17831749;50.15727867;50.09109432;50.06213113;50.02882774;49.98000222;49.9213575;49.8843336;49.84556784;49.81166651;49.78323421;49.77770496;49.65870502;49.57292968;49.51782702;49.48761166;49.47360096;49.50143689;49.55724942;49.6339481;49.73507093;49.68081174;49.81874976;49.85816867
Costa Rica;CRI;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;96.94;98.24978;98.509188;98.695902;98.954779;99.053051;99.147523;99.217998;99.263937;99.409804;98.995734;99.232348;99.503298;99.563517;99.359291;99.409804;99.5;99.6;99.7;99.71;99.9;100;..
Costa Rica;CRI;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;92.81553211;95.77123459;96.32259629;96.66844592;97.3414862;97.44307741;97.56266728;97.72034566;97.76742068;98.16230887;97.09039689;97.26606249;98.14076627;98.43602544;98.26869662;97.68201661;98.45259389;98.86716442;98.93194612;98.86599462;99.73198089;100;..
Costa Rica;CRI;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.909110195;0.945109208;1.248818837;1.227736647;1.390165863;1.346205948;1.238131914;1.201763589;1.312417554;1.290296122;1.243166642;1.337873919;1.339729585;1.384444959;1.397573363;1.453675687;1.497657013;1.712267448;1.669354038;1.577536632;1.537237693;1.587802884;1.572163789;1.623425478;1.616811387;1.539842157;1.619528412;1.636715779;1.620121197;1.564824452;1.35999555;..;..
Costa Rica;CRI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;1.879276556;5.442391375;6.898923442;3.659048314;8.190527594;6.969319031;5.65012592;8.473304347;5.491799943;7.503134343;6.778505426;8.178045134;7.708915812;5.544899991;2.100071049;5.517564403;8.904474432;6.267686824;4.939123955;0.751895403;-2.261655507;-7.285568847;2.862992702;8.024107907;0.721601729;5.536250843;4.76453328;3.43214738;5.665975549;3.553063366;2.265654989;9.201103737;7.097191232;4.519028379;4.153953048;1.350459535;5.476165775;7.155308578;4.214811168;3.868718091;3.491169871;3.416876389;4.317179864;4.424599598;3.976666368;7.326695432;8.215131984;4.738174877;-0.873455941;5.360343477;4.403159239;4.88259241;2.494766114;3.542109876;3.652080968;4.204323254;4.157698962;2.615904403;2.417511817;-4.273354321;7.935762247;4.55149178
Costa Rica;CRI;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;4.790777206;..;..;..;..;..;..;..;..;..;3.939599991;..;..;..;..;..;..;..;..;..;3.314399958;..;..;..;..;..;..;..;..;..;2.5;..;..;..;1.793900013;1.779999971;1.75;1.710000038;1.679999948;..;1.65;1.61;1.57;1.54;1.5;1.35;1.32;1.3;1.25;1.24;1.24;1.23;1.2;1.18;1.17;1.16;1.15;1.14;1.11;1.1;..;..;..
Costa Rica;CRI;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28.56910116;29.39925891;29.17911537;29.5234879;30.26417979;30.50656003;30.27258664;31.76257766;32.86983127;33.27735879;32.63691448;34.62923571;34.69902905;34.90346115;34.18219148;35.90608774;36.0201789;36.43882765;37.1899606;37.70175714;37.1374387;38.24604209;39.91164865;40.19823247;39.94646353;39.81703959;37.96624076;38.32785991;39.11106016;41.06470956;40.1629204;40.75738758;41.05544697
Cote d'Ivoire;CIV;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;36.5;43.63125229;44.64821243;45.66176987;46.67124557;48.2;48.73202515;49.66637802;51.4;51.5164566;52.4461937;58.9;60.17105263;55.33217621;60.3;57.34462357;58.36708832;55.8;55.8;61.45337296;61.9;62.6;64.3;65.6;67.14865875;68.56665039;69.87832642;71.13684845;..
Cote d'Ivoire;CIV;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13.58574371;19.27596375;20.16007881;21.05255769;21.95400683;20.05882238;23.8040906;24.5924463;26.81033803;26.13940152;26.91173734;36.18636406;34.08422878;29.31200995;35.56399621;30.99791407;31.86330138;26.28063539;25.77847596;34.53370848;34.31620924;39.22568882;36.73153798;38.35716924;40.3741542;42.14772154;43.71904064;45.19135948;..
Cote d'Ivoire;CIV;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.227143354;0.225680273;0.215923991;0.222078741;0.224136801;0.235326171;0.273689473;0.324255175;0.314629116;0.417927585;0.386281397;0.376580096;0.386730368;0.292971289;0.294749452;0.309775087;0.293837437;0.285492262;0.319825943;0.291675666;0.30069069;0.283741799;0.365172194;0.386857284;0.399942511;0.415553148;0.3962026;0.425136558;0.399890358;0.414528305;0.406347357;..;..
Cote d'Ivoire;CIV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;9.932555156;1.22699449;14.49035587;17.61308783;-3.109654273;11.57735969;4.598151785;12.54824864;9.539218771;10.37503184;9.456637662;4.236625012;5.939197536;4.327380858;8.252886367;12.91639744;7.314459154;10.90945365;2.394407462;-10.95769726;3.500498909;0.200822347;-3.900240441;-2.701261435;4.501223181;3.259348766;-0.348972914;1.136483966;2.948004943;-1.095908412;0.040925172;-0.244560611;-0.192485099;0.81120668;7.125744728;7.729327419;9.648840047;4.263905944;1.166859982;-0.265789462;-2.154012491;-2.730526474;-4.725866586;3.185038226;0.996065565;2.815578593;1.101429768;4.782665979;3.603321567;6.848049399;-5.37044724;7.620411765;10.76021313;9.371999942;7.194949427;7.17275964;7.410762426;4.84314606;6.518286733;1.737620431;6.999999994;6.741330002
Cote d'Ivoire;CIV;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;1.348769546;..;..;..;..;..;..;..;..;..;1.156100035;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.828499973;0.81160003;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
Cote d'Ivoire;CIV;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35.55851616;35.67346011;35.83080136;36.01369496;36.20706408;36.40045583;36.48922274;36.57254447;36.65690306;36.99055634;37.31245064;37.6195003;37.88789803;38.13897071;38.39959595;38.65533865;38.90871172;39.16282815;39.41997864;39.68282599;39.95113232;40.25592582;40.59515455;40.93176793;41.26358469;41.59363055;41.9194913;42.24500027;42.57499829;42.90673022;42.92703933;43.21897987;43.41082153
Croatia;HRV;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;99.99974823;99.99468994;99.97372437;99.93330383;99.87893677;99.84591675;99.8337326;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Croatia;HRV;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;99.97672299;100;100;100;100;100;100;100;100;100;100;100;100;100;100;..
Croatia;HRV;CO2 emissions (metric tons per capita);EN.ATM.CO2E.PC;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.257867512;3.14455765;3.28492086;3.377160081;3.195383343;3.344761831;3.347394185;3.764035529;4.088029152;4.102648652;4.036074554;4.464557747;4.713128758;5.021124;4.90003717;4.975470663;5.009859298;5.306461368;5.041249923;4.716619348;4.529770847;4.445054948;4.07797621;3.997143588;3.830795144;3.94953949;4.042977719;4.220576836;4.020066328;4.064519478;3.860705392;..;..
Croatia;HRV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.047268074;6.169381105;2.246975815;-0.855873288;2.956274678;3.120864388;5.820577825;5.599633455;4.179948713;4.307492848;5.076835405;5.075021812;2.011653419;-7.217907255;-1.243071346;-0.082944287;-2.339906798;-0.396793619;-0.425623768;2.522553399;3.562287829;3.399573959;2.820323138;3.399716613;-8.59142376;13.78494664;6.347114542
Croatia;HRV;Hospital beds (per 1,000 people);SH.MED.BEDS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7.234799862;7.308100224;7.423500061;7.465199947;7.44659996;7.454299927;7.402599812;7.422500134;7.441699982;7.393000126;7.377799988;6.520100117;6.210100174;6.071199894;5.909500122;5.75;6.190000057;6.010000229;6.059999943;5.929999828;6.15;6;5.67;5.61;5.53;5.45;5.62;5.65;5.63;5.53;5.78;5.84;5.89;5.86;5.91;5.56;5.49;5.54;..;..;..;..;..
Croatia;HRV;Labor force, female (% of total labor force);SL.TLF.TOTL.FE.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;42.51756729;42.43760111;42.66706474;42.85072923;43.015484;43.21127416;43.4564323;43.7290565;44.01519514;44.32110341;44.64205709;44.93178206;45.18478033;44.7533546;44.80539966;45.09965904;45.67007861;44.7863271;45.19017314;46.11705604;45.97906055;45.04218188;45.32775491;45.79592536;46.24556503;46.30144859;46.04373467;45.86337441;46.11548545;45.80093029;45.30297183;45.7271799;46.00024772
Cuba;CUB;Access to electricity (% of population);EG.ELC.ACCS.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;97;96.21025085;95.5;96.47699738;96.61506653;96.76560974;96.93540955;97.12604523;97.33390808;97.55515289;97.78595734;98.02246094;98.26083374;98.49723816;98.72861481;98.95500946;99.17726135;99.39618683;99.61262512;99.8;99.93264008;100;..
Cuba;CUB;Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;87.84293046;85.27913678;82.37122019;86.46510164;87.10178668;87.73685651;88.37675716;89.02715422;89.69264669;90.37820114;91.08832163;91.84383165;92.65726715;93.5578049;94.51124694;95.47701444;96.43372908;97.37734847;98.31304782;99.46314707;99.70463944;100;..
